date,close,logp,bde,csw_excess,sadf,qadf,cadf,smt,hmm_state,hmm_bull_flag,bde_retro_flag,csw_retro_flag,sadf_retro_flag,smt_retro_flag,family_count_retro,consensus_retro,bde_online_flag,csw_online_flag,sadf_online_flag,smt_online_flag,family_count_online,consensus_online
2020-11-08,2.1558,0.7681618843653911,-3.522415965737291,0.23991384516940606,,,,,-1,0,0,1,0,0,1,0,0,1,0,0,1,0
2020-11-09,2.0299,0.7079865307565851,-3.292467836753258,-0.482549737883865,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-10,2.2661,0.8180602922587419,-2.987530482589123,-0.21835728424998369,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-11,2.0,0.6931471805599453,-2.7916150289790065,-0.8300768315327802,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-12,1.9089,0.6465271599247191,-2.6335342837919935,-1.0188656713546038,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-13,2.0141,0.7001724454966985,-2.439308455323161,-1.2224900498906968,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-14,1.9182,0.6513872463117136,-2.2841946481622792,-1.4912386020172297,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-15,2.0407,0.7132928862529031,-2.088376655313191,-1.3564448787066308,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-16,2.2626,0.8165145945102293,-1.8289619269617945,-1.0436778507757392,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-17,2.1998,0.7883664471408793,-1.6034446193002354,-1.2652517660330405,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-18,2.1153,0.7491966464109675,-1.4139797877408824,-1.4463286496458212,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-19,2.085,0.7347688552507647,-1.2406475314298226,-1.5407670768957888,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-20,2.1033,0.7435075398988946,-1.0676995007569676,-1.5625325259002,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-21,2.3822,0.8680244304646635,-0.8257032573109012,-0.7969613930361217,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,2.1514,0.7661187930157681,-0.6588148834886399,-1.0428694568639738,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-23,2.2786,0.8235612192818783,-0.4654772691224982,-1.4930472144919325,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-24,2.2823,0.8251837064276946,-0.28110925617102983,-1.5262205275077176,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,2.2661,0.8180602922587419,-0.10979802966305284,-1.578267580523302,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-26,1.9111,0.6476789925127985,-0.037163494135317485,-0.30060762042356215,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-27,1.861,0.6211139776601137,0.021708759980598215,-0.7869127935260765,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-28,1.8868,0.6348822724279696,0.08904695309056958,-1.2324040285731248,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,1.9153,0.6498742683264784,0.16496033490004816,-1.5243880373371064,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-30,1.9665,0.6762553128897272,0.2548995676260697,-1.7934492059584621,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-01,1.9738,0.6799606187557697,0.34583963790376754,-1.904494432038496,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,2.1209,0.7518405268991636,0.473483918930691,-1.3482846677357578,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-03,2.0967,0.7403646801690559,0.5910361688904989,-1.8253502977058966,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-04,1.8535,0.6170757436086499,0.6417243853502703,-0.7779403228690067,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-05,1.9795,0.6828442875640482,0.7272925236133769,-1.414153402009246,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,1.8505,0.6154558728440737,0.7771914624767973,-1.3947483232461928,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-07,1.8272,0.602784740479554,0.8215567833152553,-1.6679915579115676,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-08,1.6631,0.5086833306939572,0.8188778995269297,-1.0935323063029543,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,1.6592,0.5063355584931258,0.8184567700480202,-1.4563990633434454,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-10,1.5683,0.4499922301582419,0.7923412067216494,-1.3207786258597995,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-11,1.4389,0.3638789327872349,0.7262355661303288,-1.0634012656468637,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-12,1.4912,0.3995811649491897,0.6851084879261468,-1.324962702264304,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,1.5701,0.4511393115993389,0.6759530140318746,-1.5612457916562752,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-14,1.5946,0.466622921086258,0.678708524515146,-1.7075971354303312,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-15,1.7586,0.5645180379627647,0.7357710347807305,-1.0335460992867063,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-16,1.7829,0.5782412520585876,0.8008334382637383,-1.3994905329842993,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-17,1.68,0.5187937934151675,0.835434445822067,-1.4659247415017602,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-18,1.7014,0.531451441559647,0.8785135285269822,-1.8324920552079977,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-19,1.6707,0.5132427002815956,0.9136083665755993,-1.9049486342688045,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-20,1.5635,0.44692689791575885,0.9159993174276959,-1.3805725119876446,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-21,1.5331,0.4272918293342714,0.9113705047117802,-1.5977974872961522,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-22,1.49,0.3987761199573678,0.8953356280160412,-1.6202954871812758,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-23,1.198,0.18065349969325756,0.7687472455793307,0.33678055079767155,,,,,-1,0,0,1,0,0,1,0,0,1,0,0,1,0
2020-12-24,1.3612,0.30836666364461357,0.7185021009188818,-0.6977341768884691,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-25,1.4464,0.36907771065577494,0.7053110827151688,-0.788149008881214,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-26,1.3258,0.2820160508251542,0.6507227411191288,-1.156327676040731,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-27,1.3037,0.2652063756865961,0.59309182974442,-1.4638820559324324,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28,1.5172,0.4168665308326069,0.6203714483789456,-0.4290918110455477,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-29,1.6704,0.5130631187061826,0.7003417465558585,-0.31932942036893674,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-30,1.535,0.4285303810391604,0.7363074817574576,-1.188811428927116,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-31,1.5073,0.41031997083434657,0.7648396109610214,-1.4763234076425136,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-01,1.8421,0.6109062251760344,0.9004057642713574,0.09872629021638435,,,,,-1,0,0,1,0,0,1,0,0,1,0,0,1,0
2021-01-02,1.7999,0.5877311078032964,1.0200616387489385,-0.8930182534851119,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-03,2.1779,0.7783611097744261,1.2337945031237867,-0.031587531049922735,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-04,2.4909,0.9126440909539575,1.499229206489276,0.32597302515697946,,,,,-1,0,0,1,0,0,1,0,0,1,0,0,1,0
2021-01-05,2.1636,0.771773501015135,1.6759804957413191,-0.597091397959669,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,1.9414,0.6634093622959889,1.794914275988501,-0.3672027989714388,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-07,2.3635,0.860143571251154,1.995936808718203,-0.01240937780321616,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-08,3.2214,1.1698160476744417,2.313023572220601,1.4541309473622261,,,,,-1,0,0,1,0,0,1,0,0,1,0,0,1,0
2021-01-09,3.3829,1.2187333297991605,2.6073359759734545,0.9829963630738598,,,,,-1,0,0,1,0,0,1,0,0,1,0,0,1,0
2021-01-10,3.449,1.2380843339547039,2.8715559901346883,0.5832389851124278,,,,,-1,0,0,1,0,0,1,0,0,1,0,0,1,0
2021-01-11,3.1016,1.1319181073745823,3.0717851720539375,-0.2843081687568505,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-12,3.6354,1.2907191461968615,3.302591591406695,0.1544626032419405,,,,,-1,0,0,1,0,0,1,0,0,1,0,0,1,0
2021-01-13,3.5242,1.2596534601524931,3.5004119871347634,-0.19099882772313181,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-14,3.2921,1.1915256590241785,3.6619202054211204,-0.4395467442507299,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-15,3.2475,1.1778854695626175,3.8074455465148853,-0.5367010653640198,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-16,3.4247,1.231013876636976,3.955587965782446,-0.4716292611625508,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-01-17,3.8268,1.3420289448218752,4.119067078023684,-0.28222397745080174,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-01-18,3.7868,1.3315213352725992,4.266407498467901,-0.3639246379321137,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-01-19,3.6287,1.2888744574123072,4.392768405157612,-0.5135185230420718,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-01-20,3.7166,1.3128092718574134,4.515197948266321,-0.5104125533479884,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-01-21,2.9899,1.0952399420272512,4.583790236786936,0.14297493275895157,,,,,-1,0,0,1,0,0,1,0,1,1,0,0,2,1
2021-01-22,3.3352,1.20453264758445,4.6710428800511865,-0.8649524908283726,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-01-23,3.5079,1.2550175678322453,4.763186392402944,-0.8029952627472507,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-01-24,3.6278,1.2886264039417321,4.856175125421654,-0.7725809453754335,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-01-25,3.7038,1.3093593196457682,4.947220955940653,-0.7655253514041305,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-01-26,4.041,1.3964921860963366,5.048974103323801,-0.6412517166937084,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-01-27,3.675,1.3015531326648,5.126079553109522,-0.8492873318565595,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-01-28,3.81,1.3376291891386096,5.2049751856152255,-0.813455587967538,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-01-29,3.8293,1.3426820188644961,5.279763588880263,-0.8313367548161228,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-01-30,4.228,1.441729068007991,5.367384343215036,-0.6925547795607869,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-01-31,4.2525,1.4475070452878798,5.450107521708563,-0.7090826043153173,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-02-01,4.6148,1.5292685300709976,5.541271126759849,-0.6011591595596464,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-02-02,5.2331,1.655003836704907,5.6470900132484925,-0.4292587538044983,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-02-03,5.7311,1.7459074843791558,5.759714065329838,-0.3095942786134671,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-02-04,6.4085,1.8576252341877417,5.881082111542747,-0.15966533000264027,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-02-05,6.7005,1.902182150478146,5.999099248484205,-0.11718791380900173,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-02-06,6.1225,1.8119705098441856,6.093930019595121,-0.3039932879488707,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-02-07,6.6976,1.9017492532695437,6.194419151801695,-0.191756409534654,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-02-08,7.855,2.0611502717075845,6.30927048566454,0.016948587652579228,,,,,-1,0,0,1,0,0,1,0,1,1,0,0,2,1
2021-02-09,7.8005,2.054187834205167,6.413357247248719,-0.023554356842379498,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-02-10,9.09,2.2071749081893874,6.528951724730045,0.169496779168532,,,,,-1,0,0,1,0,0,1,0,1,1,0,0,2,1
2021-02-11,9.2004,2.219246961370712,6.635902362208958,0.15923357794493276,,,,,-1,0,0,1,0,0,1,0,1,1,0,0,2,1
2021-02-12,9.2,2.2192034840549946,6.733651745820126,0.13093180713214725,,,,,-1,0,0,1,0,0,1,0,1,1,0,0,2,1
2021-02-13,8.7441,2.1683791872223828,6.817125851153755,0.022890659786109158,,,,,-1,0,0,1,0,0,1,0,1,1,0,0,2,1
2021-02-14,8.7158,2.165137470513458,6.893475008044525,-0.007910311210664656,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-02-15,8.8516,2.1805982336395737,6.965478836586737,-0.00905149373062164,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-02-16,8.3002,2.1162796108977813,7.024510489703486,-0.12807856599868783,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-02-17,8.2357,2.108478363052873,7.077968984708929,-0.16025359439832476,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-02-18,8.9771,2.1946768902914306,7.136494649303553,-0.06364147894094874,,,,,-1,0,0,0,0,0,0,0,1,0,0,0,1,0
2021-02-19,11.4912,2.4415815250496267,7.216760757833658,0.47615865902701904,,,,,-1,0,0,1,0,0,1,0,1,1,0,0,2,1
